district,tip_doma,jk,year,floor,area,toilet,parking,status,num_rooms,price
Алматы,кирпичный,Tasty,2025,11,"38.98 м², Площадь кухни — 11.23 м²",,,черновая отделка,1,18 000 000〒
Нура,кирпичный,Sauran,2023,11,"70 м², Площадь кухни — 10 м²",,,свежий ремонт,3,39 500 000〒
Есильский,монолитный,Aisar,2026,,107.58 м²,2 с/у и более,,,4,
Нура,монолитный,Asyl Bulak,2020,5,"93.57 м², Площадь кухни — 12 м²",,,черновая отделка,3,38 000 000〒
Алматы,монолитный,Ак Дала,2007,3,"47.5 м², Площадь кухни — 7 м²",совмещенный,,,2,22 500 000〒
Нура,иной,Space,2025,2,"60.25 м², Площадь кухни — 60 м²",совмещенный,,,2,36 000 000〒
Алматы,монолитный,Оберег,2021,10,50 м²,совмещенный,,,2,26 500 000〒
Алматы,кирпичный,Караван-1,2007,3,"108 м², Площадь кухни — 16 м²",раздельный,,,4,49 000 000〒
Сарыарка,монолитный,Turan Plaza,2027,,72.03 м²,совмещенный,,,2,
Нура,монолитный,Delta,2020,12,"70 м², Площадь кухни — 19 м²",,паркинг,,3,43 000 000〒
Нура,монолитный,Park City Forum,2025,14,41 м²,,паркинг,,1,23 800 000〒
Алматы,монолитный,Амина,2021,2,"30 м², Площадь кухни — 7.4 м²",,,"не новый, но аккуратный ремонт",1,18 600 000〒
Есильский,монолитный,BUQAR JYRAU EXCLUSIVE,2024,10,"47.4 м², Площадь кухни — 12 м²",,,свежий ремонт,2,42 500 000〒
Байконур,монолитный,Абай на Отырар - Габдуллина,2006,7,125 м²,2 с/у и более,,,4,61 500 000〒
Есильский,кирпичный,Prime Garden,2022,2,"40 м², Площадь кухни — 10.4 м²",совмещенный,,,1,33 000 000〒
Нура,,Dauir,2025,3,"96.6 м², Площадь кухни — 17 м²",,,свежий ремонт,4,86 500 000〒
Есильский,монолитный,SAFIA,2024,5,"43.3 м², Площадь кухни — 11 м²",,паркинг,,1,27 500 000〒
Есильский,монолитный,Бухар Жырау,2024,10,96 м²,,,,3,85 000 000〒
Есильский,монолитный,Angleterre,2023,11,"85 м², Площадь кухни — 12 м²",,,свежий ремонт,3,64 000 000〒
Сарайшык,монолитный,Auez,2026,,63.31 м²,совмещенный,,,2,
Есильский,монолитный,MoD. Standard,2023,3,"48.6 м², Площадь кухни — 7 м²",,,свежий ремонт,2,32 500 000〒
Нура,монолитный,Жагалау 3,2016,12,96 м²,,,"не новый, но аккуратный ремонт",3,39 000 000〒
Сарайшык,монолитный,Auez,2026,,63.31 м²,совмещенный,,,2,
Есильский,монолитный,MoD. Standard,2023,3,"48.6 м², Площадь кухни — 7 м²",,,свежий ремонт,2,32 500 000〒
Нура,монолитный,Жагалау 3,2016,12,96 м²,,,"не новый, но аккуратный ремонт",3,39 000 000〒
Есильский,монолитный,Jetisu.Lepsi,2020,1,32 м²,,,свежий ремонт,1,24 000 000〒
Сарыарка,кирпичный,,2020,4,"36 м², Площадь кухни — 9 м²",,,,1,23 500 000〒
Сарыарка,монолитный,Лотос,2022,9,"56.5 м², Площадь кухни — 10.1 м²",,,черновая отделка,1,29 500 000〒
Алматы,монолитный,A-City,2025,18,"62.5 м², Площадь кухни — 10.8 м²",совмещенный,,,2,32 900 000〒
Есильский,монолитный,Royal Expo Apartments,2020,2,90.4 м²,,,свежий ремонт,4,98 500 000〒
Нура,монолитный,Dastur,2022,1,"56.7 м², Площадь кухни — 9 м²",раздельный,,,2,38 000 000〒
Алматы,панельный,Отау,2021,5,"85 м², Площадь кухни — 12 м²",2 с/у и более,,,3,34 500 000〒
Байконур,кирпичный,,2003,3,"66 м², Площадь кухни — 10.5 м²",совмещенный,,,2,25 500 000〒
Нура,кирпичный,GreenLine. Verda,2026,,98.2 м²,2 с/у и более,,,3,
Алматы,кирпичный,,2020,5,53.2 м²,,,"не новый, но аккуратный ремонт",2,23 000 000〒
Есильский,монолитный,MoD. Urban,2025,,78.14 м²,2 с/у и более,,,3,
Нура,монолитный,Sat City,2020,5,"120 м², Площадь кухни — 16 м²",,,свежий ремонт,4,75 500 000〒
Нура,монолитный,Eleven,2020,3,70 м²,,,"не новый, но аккуратный ремонт",3,55 900 000〒
Есильский,кирпичный,Жагалау 3,2019,12,"83.5 м², Площадь кухни — 11.2 м²",2 с/у и более,,,3,38 900 000〒
Есильский,монолитный,AiSafi,2020,2,71 м²,,,свежий ремонт,3,43 700 000〒
Алматы,монолитный,Эльбрус,2020,8,41 м²,,,свежий ремонт,1,21 800 000〒
Сарайшык,монолитный,Амирель,2020,5,32.7 м²,,,свежий ремонт,2,18 900 000〒
Сарайшык,монолитный,Амирель,2020,5,32.7 м²,,,свежий ремонт,2,18 900 000〒
Нура,монолитный,West Side,2024,8,70 м²,,паркинг,,2,45 000 000〒
Сарайшык,кирпичный,DAUYLPAZ,2025,1,"63.8 м², Площадь кухни — 13.1 м²",,,черновая отделка,2,35 300 000〒
Алматы,монолитный,Шахристан,2021,9,68.3 м²,2 с/у и более,,,2,34 000 000〒
Есильский,монолитный,Jetisu.Aqsu,2020,9,"35 м², Площадь кухни — 11 м²",,,свежий ремонт,1,20 900 000〒
Есильский,монолитный,Salt,2025,,110.6 м²,2 с/у и более,,,3,
Алматы,кирпичный,Сказочный мир,2014,9,"47.8 м², Площадь кухни — 11.5 м²",,,"не новый, но аккуратный ремонт",1,26 900 000〒
Есильский,монолитный,MoD. Standard,2020,2,52 м²,,,,3,36 500 000〒
Сарыарка,монолитный,Ак Тилек,2016,8,"81 м², Площадь кухни — 9.8 м²",2 с/у и более,,,3,32 900 000〒
Сарыарка,монолитный,Сана,2008,11,"78 м², Площадь кухни — 14 м²",,,"не новый, но аккуратный ремонт",2,42 000 000〒
Алматы,кирпичный,DOMBYRA,2020,9,"68 м², Площадь кухни — 15 м²",,,свежий ремонт,3,42 500 000〒
Нура,кирпичный,Alatau Park,2020,5,"82.9 м², Площадь кухни — 14.6 м²",,,свежий ремонт,3,49 700 000〒
Есильский,монолитный,AruPark,2020,2,"55.65 м², Площадь кухни — 8.55 м²",совмещенный,,,2,35 000 000〒
Сарайшык,кирпичный,Bright Star,2018,5,"38 м², Площадь кухни — 11 м²",совмещенный,,,1,22 700 000〒
Сарайшык,,,2022,6,118 м²,2 с/у и более,,,4,77 000 000〒
Нура,кирпичный,Anisa,2016,5,"40 м², Площадь кухни — 11 м²",,,"не новый, но аккуратный ремонт",1,30 000 000〒
Нура,кирпичный,Астана,2023,,57.2 м²,раздельный,,,2,
Есильский,кирпичный,Manar,2026,,100.31 м²,2 с/у и более,,,3,
Есильский,кирпичный,Кашаган,2018,7,"113 м², Площадь кухни — 14.3 м²",2 с/у и более,,,3,71 900 000〒
Нура,монолитный,Inju Arena,2020,12,"57.3 м², Площадь кухни — 9.08 м²",,,свежий ремонт,2,54 000 000〒
Алматы,кирпичный,DOMBYRA,2020,9,"68 м², Площадь кухни — 15 м²",,,свежий ремонт,3,42 500 000〒
Нура,кирпичный,Alatau Park,2020,5,"82.9 м², Площадь кухни — 14.6 м²",,,свежий ремонт,3,49 700 000〒
Есильский,монолитный,AruPark,2020,2,"55.65 м², Площадь кухни — 8.55 м²",совмещенный,,,2,35 000 000〒
Сарайшык,кирпичный,Bright Star,2018,5,"38 м², Площадь кухни — 11 м²",совмещенный,,,1,22 700 000〒
Сарайшык,,,2022,6,118 м²,2 с/у и более,,,4,77 000 000〒
Нура,кирпичный,Anisa,2016,5,"40 м², Площадь кухни — 11 м²",,,"не новый, но аккуратный ремонт",1,30 000 000〒
Нура,кирпичный,Астана,2023,,57.2 м²,раздельный,,,2,
Есильский,кирпичный,Manar,2026,,100.31 м²,2 с/у и более,,,3,
Есильский,кирпичный,Кашаган,2018,7,"113 м², Площадь кухни — 14.3 м²",2 с/у и более,,,3,71 900 000〒
Нура,монолитный,Inju Arena,2020,12,"57.3 м², Площадь кухни — 9.08 м²",,,свежий ремонт,2,54 000 000〒
Алматы,монолитный,Арыстан,2025,2,74 м²,2 с/у и более,,,3,36 000 000〒
,монолитный,Qobyz 2,2024,9,96 м²,,,свежий ремонт,3,76 000 000〒
Сарыарка,монолитный,Turan Plaza,2027,,45.57 м²,совмещенный,,,1,
Есильский,монолитный,Noho,2021,9,100 м²,,,черновая отделка,3,77 000 000〒
Нура,монолитный,Delta,2024,11,67 м²,,паркинг,,3,41 999 999〒
Сарайшык,панельный,Отау,2023,5,"72.9 м², Площадь кухни — 12.4 м²",,,свежий ремонт,3,29 500 000〒
Сарайшык,кирпичный,Geneva 4,2025,11,43 м²,,,черновая отделка,1,18 950 000〒
Есильский,кирпичный,Safuan,2025,3,"38 м², Площадь кухни — 18 м²",совмещенный,,,2,23 500 000〒
Байконур,панельный,,1982,4,"63 м², Площадь кухни — 7 м²",раздельный,,"не новый, но аккуратный ремонт",3,32 000 000〒
Нура,кирпичный,Comfort House,2015,6,300 м²,,паркинг,,5,286 000 000〒
Есильский,монолитный,MoD. Standard,2025,10,"53 м², Площадь кухни — 10 м²",,,свежий ремонт,2,38 500 000〒
Нура,кирпичный,Жагалау 4,2022,6,"107 м², Площадь кухни — 13 м²",,,свежий ремонт,3,55 000 000〒
Нура,монолитный,Hokkaido,2022,7,"63.79 м², Площадь кухни — 16.9 м²",,,черновая отделка,2,26 500 000〒
Байконур,кирпичный,,1971,5,60.3 м²,совмещенный,,,3,26 000 000〒
Нура,монолитный,Citylake,2017,9,"77 м², Площадь кухни — 17.4 м²",раздельный,,,2,52 000 000〒
,монолитный,The One,2024,10,285 м²,,паркинг,,4,700 000 000〒
Нура,монолитный,Baizaman,2026,,88.37 м²,2 с/у и более,,,3,
Есильский,монолитный,Expo New Life-2,2023,8,"60 м², Площадь кухни — 12 м²",,,черновая отделка,2,38 000 000〒
Нура,кирпичный,Boston Comfort House 2,2025,2,"38 м², Площадь кухни — 10 м²",,,черновая отделка,1,13 500 000〒
Нура,кирпичный,,2025,11,88.39 м²,,,,3,35 974 730〒
